  -3.5900  0.2164148E+00  0.6083785E+03
  -3.5800  0.3133112E+00  0.6068719E+03
  -3.5700  0.4446097E+00  0.6050659E+03
  -3.5600  0.6184379E+00  0.6034077E+03
  -3.5500  0.8431938E+00  0.6022820E+03
  -3.5400  0.1126867E+01  0.6019733E+03
  -3.5300  0.1476156E+01  0.6026372E+03
  -3.5200  0.1895422E+01  0.6042834E+03
  -3.5100  0.2385578E+01  0.6067820E+03
  -3.5000  0.2943036E+01  0.6098958E+03
  -3.4900  0.3558865E+01  0.6133294E+03
  -3.4800  0.4218340E+01  0.6167793E+03
  -3.4700  0.4901012E+01  0.6199739E+03
  -3.4600  0.5581412E+01  0.6226970E+03
  -3.4500  0.6230409E+01  0.6247978E+03
  -3.4400  0.6817156E+01  0.6261857E+03
  -3.4300  0.7311462E+01  0.6268116E+03
  -3.4200  0.7686343E+01  0.6266429E+03
  -3.4100  0.7920455E+01  0.6256531E+03
  -3.4000  0.8000115E+01  0.6238447E+03
  -3.3900  0.7920628E+01  0.6213020E+03
  -3.3800  0.7686763E+01  0.6182398E+03
  -3.3700  0.7312307E+01  0.6150103E+03
  -3.3600  0.6818760E+01  0.6120504E+03
  -3.3500  0.6233368E+01  0.6097964E+03
  -3.3400  0.5586754E+01  0.6086079E+03
  -3.3300  0.4910459E+01  0.6087315E+03
  -3.3200  0.4234715E+01  0.6103015E+03
  -3.3100  0.3586686E+01  0.6133472E+03
  -3.3000  0.2989366E+01  0.6177773E+03
  -3.2900  0.2461205E+01  0.6233410E+03
  -3.2800  0.2016424E+01  0.6295943E+03
  -3.2700  0.1665925E+01  0.6359099E+03
  -3.2600  0.1418592E+01  0.6415503E+03
  -3.2500  0.1282769E+01  0.6457891E+03
  -3.2400  0.1267682E+01  0.6480447E+03
  -3.2300  0.1384543E+01  0.6479853E+03
  -3.2200  0.1647141E+01  0.6455861E+03
  -3.2100  0.2071730E+01  0.6411381E+03
  -3.2000  0.2676109E+01  0.6352078E+03
  -3.1900  0.3477849E+01  0.6285518E+03
  -3.1800  0.4491738E+01  0.6219896E+03
  -3.1700  0.5726628E+01  0.6162642E+03
  -3.1600  0.7182000E+01  0.6119268E+03
  -3.1500  0.8844665E+01  0.6092808E+03
  -3.1400  0.1068610E+02  0.6083951E+03
  -3.1300  0.1266092E+02  0.6091679E+03
  -3.1200  0.1470704E+02  0.6114068E+03
  -3.1100  0.1674762E+02  0.6148896E+03
  -3.1000  0.1869517E+02  0.6193889E+03
  -3.0900  0.2045734E+02  0.6246679E+03
  -3.0800  0.2194410E+02  0.6304592E+03
  -3.0700  0.2307550E+02  0.6364393E+03
  -3.0600  0.2378915E+02  0.6422073E+03
  -3.0500  0.2404649E+02  0.6472894E+03
  -3.0400  0.2383708E+02  0.6511886E+03
  -3.0300  0.2318042E+02  0.6534839E+03
  -3.0200  0.2212501E+02  0.6539439E+03
  -3.0100  0.2074484E+02  0.6526017E+03
  -3.0000  0.1913387E+02  0.6497534E+03
  -2.9900  0.1739905E+02  0.6458857E+03
  -2.9800  0.1565287E+02  0.6415689E+03
  -2.9700  0.1400609E+02  0.6373520E+03
  -2.9600  0.1256137E+02  0.6336716E+03
  -2.9500  0.1140804E+02  0.6307779E+03
  -2.9400  0.1061842E+02  0.6286872E+03
  -2.9300  0.1024541E+02  0.6271847E+03
  -2.9200  0.1032131E+02  0.6258963E+03
  -2.9100  0.1085769E+02  0.6244214E+03
  -2.9000  0.1184608E+02  0.6224912E+03
  -2.8900  0.1325945E+02  0.6200946E+03
  -2.8800  0.1505451E+02  0.6175224E+03
  -2.8700  0.1717475E+02  0.6153096E+03
  -2.8600  0.1955443E+02  0.6140966E+03
  -2.8500  0.2212312E+02  0.6144586E+03
  -2.8400  0.2481085E+02  0.6167560E+03
  -2.8300  0.2755305E+02  0.6210434E+03
  -2.8200  0.3029498E+02  0.6270539E+03
  -2.8100  0.3299485E+02  0.6342562E+03
  -2.8000  0.3562504E+02  0.6419659E+03
  -2.7900  0.3817129E+02  0.6494790E+03
  -2.7800  0.4062967E+02  0.6561878E+03
  -2.7700  0.4300173E+02  0.6616464E+03
  -2.7600  0.4528864E+02  0.6655763E+03
  -2.7500  0.4748522E+02  0.6678299E+03
  -2.7400  0.4957488E+02  0.6683505E+03
  -2.7300  0.5152639E+02  0.6671591E+03
  -2.7200  0.5329334E+02  0.6643671E+03
  -2.7100  0.5481628E+02  0.6601836E+03
  -2.7000  0.5602770E+02  0.6548828E+03
  -2.6900  0.5685908E+02  0.6487352E+03
  -2.6800  0.5724928E+02  0.6419468E+03
  -2.6700  0.5715317E+02  0.6346539E+03
  -2.6600  0.5654947E+02  0.6269892E+03
  -2.6500  0.5544678E+02  0.6191831E+03
  -2.6400  0.5388720E+02  0.6116384E+03
  -2.6300  0.5194691E+02  0.6049322E+03
  -2.6200  0.4973363E+02  0.5997395E+03
  -2.6100  0.4738106E+02  0.5967096E+03
  -2.6000  0.4504055E+02  0.5963398E+03
  -2.5900  0.4287062E+02  0.5988815E+03
  -2.5800  0.4102517E+02  0.6042901E+03
  -2.5700  0.3964109E+02  0.6122231E+03
  -2.5600  0.3882657E+02  0.6220802E+03
  -2.5500  0.3865111E+02  0.6330803E+03
  -2.5400  0.3913841E+02  0.6443570E+03
  -2.5300  0.4026324E+02  0.6550549E+03
  -2.5200  0.4195281E+02  0.6644109E+03
  -2.5100  0.4409327E+02  0.6718184E+03
  -2.5000  0.4654075E+02  0.6768820E+03
  -2.4900  0.4913625E+02  0.6794578E+03
  -2.4800  0.5172277E+02  0.6796584E+03
  -2.4700  0.5416276E+02  0.6778025E+03
  -2.4600  0.5635360E+02  0.6743170E+03
  -2.4500  0.5823904E+02  0.6696298E+03
  -2.4400  0.5981483E+02  0.6640982E+03
  -2.4300  0.6112767E+02  0.6579943E+03
  -2.4200  0.6226718E+02  0.6515329E+03
  -2.4100  0.6335214E+02  0.6449126E+03
  -2.4000  0.6451249E+02  0.6383439E+03
  -2.3900  0.6586975E+02  0.6320535E+03
  -2.3800  0.6751843E+02  0.6262742E+03
  -2.3700  0.6951103E+02  0.6212316E+03
  -2.3600  0.7184858E+02  0.6171376E+03
  -2.3500  0.7447795E+02  0.6141793E+03
  -2.3400  0.7729609E+02  0.6124958E+03
  -2.3300  0.8016046E+02  0.6121421E+03
  -2.3200  0.8290417E+02  0.6130608E+03
  -2.3100  0.8535365E+02  0.6150776E+03
  -2.3000  0.8734681E+02  0.6179259E+03
  -2.2900  0.8874942E+02  0.6212843E+03
  -2.2800  0.8946824E+02  0.6248162E+03
  -2.2700  0.8945976E+02  0.6282126E+03
  -2.2600  0.8873408E+02  0.6312464E+03
  -2.2500  0.8735411E+02  0.6338337E+03
  -2.2400  0.8543058E+02  0.6360731E+03
  -2.2300  0.8311382E+02  0.6382279E+03
  -2.2200  0.8058291E+02  0.6406427E+03
  -2.2100  0.7803339E+02  0.6436219E+03
  -2.2000  0.7566414E+02  0.6473225E+03
  -2.1900  0.7366412E+02  0.6517027E+03
  -2.1800  0.7219984E+02  0.6565400E+03
  -2.1700  0.7140396E+02  0.6614934E+03
  -2.1600  0.7136605E+02  0.6661758E+03
  -2.1500  0.7212597E+02  0.6702092E+03
  -2.1400  0.7367072E+02  0.6732654E+03
  -2.1300  0.7593523E+02  0.6751038E+03
  -2.1200  0.7880731E+02  0.6756075E+03
  -2.1100  0.8213669E+02  0.6747946E+03
  -2.1000  0.8574741E+02  0.6727803E+03
  -2.0900  0.8945264E+02  0.6696986E+03
  -2.0800  0.9307057E+02  0.6656267E+03
  -2.0700  0.9643955E+02  0.6605640E+03
  -2.0600  0.9943119E+02  0.6544861E+03
  -2.0500  0.1019597E+03  0.6474496E+03
  -2.0400  0.1039867E+03  0.6396874E+03
  -2.0300  0.1055207E+03  0.6316352E+03
  -2.0200  0.1066119E+03  0.6238620E+03
  -2.0100  0.1073425E+03  0.6169312E+03
  -2.0000  0.1078134E+03  0.6112512E+03
  -1.9900  0.1081300E+03  0.6069751E+03
  -1.9800  0.1083873E+03  0.6039872E+03
  -1.9700  0.1086573E+03  0.6019804E+03
  -1.9600  0.1089788E+03  0.6006020E+03
  -1.9500  0.1093516E+03  0.5996203E+03
  -1.9400  0.1097359E+03  0.5990509E+03
  -1.9300  0.1100559E+03  0.5991959E+03
  -1.9200  0.1102084E+03  0.6005828E+03
  -1.9100  0.1100754E+03  0.6038280E+03
  -1.9000  0.1095384E+03  0.6094742E+03
  -1.8900  0.1084950E+03  0.6178427E+03
  -1.8800  0.1068730E+03  0.6289260E+03
  -1.8700  0.1046438E+03  0.6423296E+03
  -1.8600  0.1018305E+03  0.6572706E+03
  -1.8500  0.9851118E+02  0.6726433E+03
  -1.8400  0.9481622E+02  0.6871559E+03
  -1.8300  0.9091918E+02  0.6995255E+03
  -1.8200  0.8702271E+02  0.7086861E+03
  -1.8100  0.8334007E+02  0.7139484E+03
  -1.8000  0.8007464E+02  0.7150639E+03
  -1.7900  0.7739962E+02  0.7121936E+03
  -1.7800  0.7544024E+02  0.7058191E+03
  -1.7700  0.7426078E+02  0.6966428E+03
  -1.7600  0.7385796E+02  0.6854986E+03
  -1.7500  0.7416174E+02  0.6732648E+03
  -1.7400  0.7504335E+02  0.6607724E+03
  -1.7300  0.7632976E+02  0.6487189E+03
  -1.7200  0.7782280E+02  0.6376182E+03
  -1.7100  0.7932048E+02  0.6278004E+03
  -1.7000  0.8063814E+02  0.6194531E+03
  -1.6900  0.8162671E+02  0.6126708E+03
  -1.6800  0.8218614E+02  0.6074817E+03
  -1.6700  0.8227259E+02  0.6038473E+03
  -1.6600  0.8189884E+02  0.6016552E+03
  -1.6500  0.8112841E+02  0.6007263E+03
  -1.6400  0.8006429E+02  0.6008448E+03
  -1.6300  0.7883427E+02  0.6017934E+03
  -1.6200  0.7757468E+02  0.6033789E+03
  -1.6100  0.7641449E+02  0.6054435E+03
  -1.6000  0.7546172E+02  0.6078724E+03
  -1.5900  0.7479314E+02  0.6106026E+03
  -1.5800  0.7444821E+02  0.6136308E+03
  -1.5700  0.7442720E+02  0.6170127E+03
  -1.5600  0.7469334E+02  0.6208565E+03
  -1.5500  0.7517807E+02  0.6253136E+03
  -1.5400  0.7578875E+02  0.6305662E+03
  -1.5300  0.7641765E+02  0.6367983E+03
  -1.5200  0.7695154E+02  0.6441347E+03
  -1.5100  0.7728103E+02  0.6525492E+03
  -1.5000  0.7730922E+02  0.6617673E+03
  -1.4900  0.7695918E+02  0.6712113E+03
  -1.4800  0.7617994E+02  0.6800334E+03
  -1.4700  0.7495079E+02  0.6872551E+03
  -1.4600  0.7328365E+02  0.6919841E+03
  -1.4500  0.7122318E+02  0.6936387E+03
  -1.4400  0.6884466E+02  0.6920925E+03
  -1.4300  0.6624932E+02  0.6876889E+03
  -1.4200  0.6355754E+02  0.6811359E+03
  -1.4100  0.6089991E+02  0.6733424E+03
  -1.4000  0.5840703E+02  0.6652623E+03
  -1.3900  0.5619866E+02  0.6577735E+03
  -1.3800  0.5437335E+02  0.6515875E+03
  -1.3700  0.5299944E+02  0.6471770E+03
  -1.3600  0.5210868E+02  0.6447235E+03
  -1.3500  0.5169294E+02  0.6441017E+03
  -1.3400  0.5170484E+02  0.6449128E+03
  -1.3300  0.5206199E+02  0.6465672E+03
  -1.3200  0.5265482E+02  0.6483978E+03
  -1.3100  0.5335688E+02  0.6497776E+03
  -1.3000  0.5403673E+02  0.6502199E+03
  -1.2900  0.5457006E+02  0.6494395E+03
  -1.2800  0.5485070E+02  0.6473601E+03
  -1.2700  0.5479928E+02  0.6440634E+03
  -1.2600  0.5436894E+02  0.6396967E+03
  -1.2500  0.5354727E+02  0.6343863E+03
  -1.2400  0.5235468E+02  0.6282084E+03
  -1.2300  0.5083953E+02  0.6212403E+03
  -1.2200  0.4907073E+02  0.6136651E+03
  -1.2100  0.4712883E+02  0.6058639E+03
  -1.2000  0.4509677E+02  0.5984335E+03
  -1.1900  0.4305122E+02  0.5921149E+03
  -1.1800  0.4105551E+02  0.5876624E+03
  -1.1700  0.3915482E+02  0.5857064E+03
  -1.1600  0.3737379E+02  0.5866483E+03
  -1.1500  0.3571676E+02  0.5906007E+03
  -1.1400  0.3417022E+02  0.5973711E+03
  -1.1300  0.3270690E+02  0.6064876E+03
  -1.1200  0.3129106E+02  0.6172653E+03
  -1.1100  0.2988396E+02  0.6289112E+03
  -1.1000  0.2844915E+02  0.6406528E+03
  -1.0900  0.2695683E+02  0.6518541E+03
  -1.0800  0.2538699E+02  0.6620872E+03
  -1.0700  0.2373117E+02  0.6711399E+03
  -1.0600  0.2199271E+02  0.6789730E+03
  -1.0500  0.2018581E+02  0.6856549E+03
  -1.0400  0.1833354E+02  0.6912971E+03
  -1.0300  0.1646522E+02  0.6959989E+03
  -1.0200  0.1461348E+02  0.6998058E+03
  -1.0100  0.1281136E+02  0.7026918E+03
  -1.0000  0.1108974E+02  0.7045751E+03
  -0.9900  0.9475276E+01  0.7053570E+03
  -0.9800  0.7988966E+01  0.7049597E+03
  -0.9700  0.6645377E+01  0.7033360E+03
  -0.9600  0.5452487E+01  0.7004498E+03
  -0.9500  0.4412053E+01  0.6962451E+03
  -0.9400  0.3520379E+01  0.6906371E+03
  -0.9300  0.2769342E+01  0.6835444E+03
  -0.9200  0.2147533E+01  0.6749537E+03
  -0.9100  0.1641410E+01  0.6649803E+03
  -0.9000  0.1236364E+01  0.6538892E+03
  -0.8900  0.9176217E+00  0.6420673E+03
  -0.8800  0.6709703E+00  0.6299684E+03
  -0.8700  0.4832783E+00  0.6180556E+03
  -0.8600  0.3428272E+00  0.6067530E+03
  -0.8500  0.2394772E+00  0.5964100E+03
  -0.8400  0.1646983E+00  0.5872846E+03
  -0.8300  0.1114995E+00  0.5795593E+03
  -0.8200  0.7429107E-01  0.5733855E+03
  -0.8100  0.4870798E-01  0.5689367E+03
  -0.8000  0.3141828E-01  0.5664332E+03
  -0.7900  0.1993435E-01  0.5661206E+03
  -0.7800  0.1243878E-01  0.5682071E+03
  -0.7700  0.7631842E-02  0.5727865E+03
  -0.7600  0.4603381E-02  0.5797801E+03
  -0.7500  0.2729245E-02  0.5889168E+03
  -0.7400  0.1590194E-02  0.5997563E+03
  -0.7300  0.9103861E-03  0.6117432E+03
  -0.7200  0.5120332E-03  0.6242737E+03
  -0.7100  0.2828779E-03  0.6367579E+03
  -0.7000  0.1534839E-03  0.6486757E+03
  -0.6900  0.8177622E-04  0.6596268E+03
  -0.6800  0.4277922E-04  0.6693690E+03
  -0.6700  0.2196971E-04  0.6778187E+03
  -0.6600  0.1107513E-04  0.6849974E+03
  -0.6500  0.5479703E-05  0.6909416E+03
  -0.6400  0.2660743E-05  0.6956294E+03
  -0.6300  0.1267778E-05  0.6989738E+03
  -0.6200  0.5927047E-06  0.7008906E+03
  -0.6100  0.2718635E-06  0.7013927E+03
  -0.6000  0.1223338E-06  0.7006467E+03
  -0.5900  0.5399993E-07  0.6989517E+03
  -0.5800  0.2338094E-07  0.6966544E+03
  -0.5700  0.9929461E-08  0.6940433E+03
  -0.5600  0.4135800E-08  0.6912665E+03
  -0.5500  0.1689432E-08  0.6882887E+03
  -0.5400  0.6767815E-09  0.6848890E+03
  -0.5300  0.2658664E-09  0.6807027E+03
  -0.5200  0.1024162E-09  0.6753129E+03
  -0.5100  0.3868542E-10  0.6683857E+03
  -0.5000  0.1432799E-10  0.6598126E+03
  -0.4900  0.5203188E-11  0.6498103E+03
  -0.4800  0.1852625E-11  0.6389338E+03
  -0.4700  0.6467377E-12  0.6279937E+03
  -0.4600  0.2213511E-12  0.6179067E+03
  -0.4500  0.7427433E-13  0.6095264E+03
  -0.4400  0.2443380E-13  0.6035003E+03
  -0.4300  0.7880089E-14  0.6001790E+03
  -0.4200  0.2491449E-14  0.5995817E+03
  -0.4100  0.7722313E-15  0.6014131E+03
  -0.4000  0.2346452E-15  0.6051253E+03
  -0.3900  0.6989399E-16  0.6100127E+03
